content_id,title,description,category,level,duration,difficulty,rating
621,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Beginner,61,3,3.8
622,Python for Beginners,Build projects and gain practical experience.,Cloud Computing,Advanced,42,1,3.61
623,Advanced Excel for Business,Hands-on training with real datasets and real-world scenarios.,Data Science,Intermediate,128,3,3.05
624,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Intermediate,105,3,3.25
625,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,84,2,2.91
626,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Business Analytics,Advanced,108,2,3.56
627,"Web Development with HTML, CSS & JavaScript",Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Intermediate,73,3,2.59
628,Cloud Computing with AWS,Build projects and gain practical experience.,Programming,Intermediate,137,3,4.72
629,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Programming,Beginner,124,2,2.91
630,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,30,1,4.72
631,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Advanced,82,1,4.66
632,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Intermediate,41,2,3.63
633,Cloud Computing with AWS,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,136,3,3.74
634,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Data Science,Intermediate,183,2,3.25
635,Full Stack Web Development,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Beginner,77,1,4.99
636,Data Science Bootcamp,Hands-on training with real datasets and real-world scenarios.,Programming,Beginner,39,2,4.18
637,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,163,1,4.88
638,Data Science Bootcamp,Master advanced techniques and industry best practices.,Cloud Computing,Beginner,112,3,3.54
639,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,69,3,4.71
640,Computer Vision Basics,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,109,3,3.62
641,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,123,1,4.67
642,Computer Vision Basics,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Intermediate,146,2,2.83
643,Data Science Bootcamp,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Advanced,132,3,4.09
644,SQL for Data Science,Build projects and gain practical experience.,Data Science,Intermediate,93,1,4.2
645,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,32,3,4.14
646,Power BI for Data Analysis,Build projects and gain practical experience.,Business Analytics,Beginner,34,2,3.62
647,SQL for Data Science,Perfect for beginners looking to start their journey.,Software Engineering,Intermediate,92,3,4.21
648,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Advanced,46,1,3.1
649,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,155,1,3.99
650,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,197,3,3.89
651,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Intermediate,107,3,3.3
652,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Intermediate,173,1,4.45
653,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,55,3,2.7
654,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,168,3,2.93
655,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,71,3,3.68
656,Full Stack Web Development,Learn the fundamentals and build real-world projects step by step.,Data Science,Advanced,158,2,4.73
657,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Cloud Computing,Beginner,27,2,3.94
658,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Advanced,76,2,4.61
659,Introduction to Cyber Security,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,129,3,3.79
660,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Data Science,Intermediate,193,1,4.46
661,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Software Engineering,Intermediate,149,3,3.31
662,Computer Vision Basics,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,83,3,4.54
663,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Intermediate,199,2,3.5
664,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,30,1,3.9
665,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,153,2,2.94
666,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,115,1,4.8
667,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,95,3,4.25
668,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,83,3,4.65
669,Natural Language Processing with Python,Build projects and gain practical experience.,Programming,Advanced,120,3,3.02
670,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,112,1,2.67
671,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,63,2,3.34
672,Advanced Excel for Business,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Beginner,161,2,3.79
673,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Intermediate,102,2,4.51
674,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,152,1,3.49
675,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Beginner,118,1,3.17
676,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,44,3,3.43
677,Full Stack Web Development,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,197,2,4.26
678,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,121,1,3.34
679,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Intermediate,92,2,4.95
680,SQL for Data Science,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,141,2,2.94
681,Data Science Bootcamp,Build projects and gain practical experience.,Business Analytics,Beginner,90,1,4.38
682,Introduction to Cyber Security,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Advanced,136,1,3.97
683,Introduction to Cyber Security,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,101,3,3.08
684,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Business Analytics,Advanced,149,3,4.38
685,Power BI for Data Analysis,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,135,3,3.62
686,SQL for Data Science,Understand concepts and apply them to real-life problems.,Programming,Beginner,29,2,4.21
687,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Web Development,Intermediate,149,2,4.16
688,Introduction to Cyber Security,Build projects and gain practical experience.,Business Analytics,Advanced,79,3,2.78
689,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Programming,Beginner,64,2,4.6
690,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,155,2,4.2
691,Power BI for Data Analysis,Build projects and gain practical experience.,Data Science,Beginner,138,2,4.45
692,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Advanced,26,2,3.62
693,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Data Science,Intermediate,91,1,2.99
694,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,40,1,3.32
695,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Programming,Beginner,116,3,4.75
696,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,66,3,4.85
697,Deep Learning with TensorFlow,Build projects and gain practical experience.,Data Science,Beginner,20,2,3.7
698,Python for Beginners,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Beginner,159,2,3.25
